como_voce_se_define,como_voce_se_define_se_outro,como_voce_se_indentifica,como_voce_se_indentifica_se_outro,faz_parte_da_populacao_t,orientaca_sexual,orientaca_sexual_se_outro,pessoa_com_necessidade_especifica,pessoa_com_necessidade_especifica_se_sim_qual,uf,pais,edicoes_anteriores_pybr,eventos_pybr,eventos_online,programa_em_python,nivel_python,estudante,trabalha_com_python,parte_de_alguma_comunidade,comunidade_qual
Uma pessoa branca / Persona blanca,,Mulher / Mujer,,Não / No,Bissexual / Bisexual,,Não / No,,SC,Brasil,Python Brasil 2019 - Ribeirão Preto - SP | Python Brasil 2020 - Online,"Sim, eventos locais / Sí, eventos locales",Sim / Sí,Há mais de três anos / Hace más de tres años,Intermediário / Intermedio,Não / No,Não / No,Sim / Sí,PyLadies Blumenau
Uma pessoa branca / Persona blanca,,Mulher / Mujer,,Não / No,Hétero,,Não / No,,SC,Brasil,Python Brasil 2020 - Online,"Sim, eventos locais / Sí, eventos locales",Sim / Sí,Há mais de um ano / Hace más de un año,Intermediário / Intermedio,Não / No,Sim / Sí,Sim / Sí,PyLadies Blumenau
Uma pessoa branca / Persona blanca,,Mulher / Mujer,,Não / No,Hétero,,Não / No,,DF,Brasil,É a minha primeira vez no evento! / Es mi primera vez,"Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python",Sim / Sí,Não sei programar / No,Iniciante / Inicial,"Sim, graduação ou tecnólogo / Sí, grado","Não, mas pretendo / No, pero quiero",Sim / Sí,PyLadies Bioinfo
Uma pessoa branca / Persona blanca,,Mulher / Mujer,,Não / No,Bissexual / Bisexual,,Não / No,,MG,Brasil,É a minha primeira vez no evento! / Es mi primera vez,"Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python",Sim / Sí,Há mais de um ano / Hace más de un año,Intermediário / Intermedio,"Sim, pós-graduação ou especialização / Sí, máster posgrado","Não, mas pretendo / No, pero quiero",Sim / Sí,PyLadies BH;PyLadies Brasil
Uma pessoa parda / Persona mestiza,,Mulher / Mujer,,Não / No,Pansexual,,Não / No,,Fora da America Latina / Fuera de América Latina,Alemanha,É a minha primeira vez no evento! / Es mi primera vez,"Sim, eventos locais / Sí, eventos locales | Sim, eventos regionais (Python Nordeste, Python Cerrado, Python Sul, etc) / Sí, eventos regionales (PyCon Latam, PyCon Bolivia) | Sim, eventos internacionais / Sí, eventos internacionales",Sim / Sí,Há mais de cinco anos / Hace más de cinco años,Intermediário / Intermedio,Não / No,Sim / Sí,Sim / Sí,pyladies berlin
Uma pessoa parda / Persona mestiza,,Mulher / Mujer,,Não / No,Hétero,,Não / No,,PA,Brasil,É a minha primeira vez no evento! / Es mi primera vez,"Sim, eventos locais / Sí, eventos locales",Não / No,Comecei no último ano / Empecé en el último ano,Iniciante / Inicial,Não / No,Sim / Sí,Sim / Sí,PyLadies Belém
Uma pessoa branca / Persona blanca,,Mulher / Mujer,,Não / No,Hétero,,Sim / Sí,"Visual (cegueira total, parcial e visão monocular)",MG,Brasil,É a minha primeira vez no evento! / Es mi primera vez,"Sim, eventos locais / Sí, eventos locales | Sim, eventos regionais (Python Nordeste, Python Cerrado, Python Sul, etc) / Sí, eventos regionales (PyCon Latam, PyCon Bolivia)",Sim / Sí,Há mais de três anos / Hace más de tres años,Intermediário / Intermedio,"Sim, pós-graduação ou especialização / Sí, máster posgrado",Sim / Sí,Sim / Sí,PyLadies
Uma pessoa parda / Persona mestiza,,Mulher / Mujer,,Não / No,Bissexual / Bisexual,,Sim / Sí,Física (paraplegicos ou mobilidade redusida),SP,Brasil,É a minha primeira vez no evento! / Es mi primera vez,"Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python",Sim / Sí,Comecei no último ano / Empecé en el último ano,Iniciante / Inicial,"Sim, graduação ou tecnólogo / Sí, grado",Sim / Sí,Sim / Sí,PyLadies
Uma pessoa branca / Persona blanca,,Mulher / Mujer,,Não / No,Pansexual,,Não / No,,PB,Brasil,É a minha primeira vez no evento! / Es mi primera vez,"Sim, eventos regionais (Python Nordeste, Python Cerrado, Python Sul, etc) / Sí, eventos regionales (PyCon Latam, PyCon Bolivia)",Sim / Sí,Há mais de um ano / Hace más de un año,Intermediário / Intermedio,Não / No,Sim / Sí,Sim / Sí,PyLadies
Uma pessoa branca / Persona blanca,,Mulher / Mujer,,Não / No,Hétero,,Não / No,,SP,Brasil,Python Brasil [13] - 2017 - Belo Horizonte - MG,"Sim, eventos regionais (Python Nordeste, Python Cerrado, Python Sul, etc) / Sí, eventos regionales (PyCon Latam, PyCon Bolivia)",Não / No,Há mais de cinco anos / Hace más de cinco años,Avançado / Avanzado,Não / No,Sim / Sí,Sim / Sí,PyLadies
Uma pessoa parda / Persona mestiza,,Mulher / Mujer,,Não / No,Hétero,,Não / No,,RS,Brasil,É a minha primeira vez no evento! / Es mi primera vez,"Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python",Sim / Sí,Não sei programar / No,Iniciante / Inicial,"Sim, graduação ou tecnólogo / Sí, grado",Não / No,Sim / Sí,PyLadies
Uma pessoa branca / Persona blanca,,Mulher / Mujer,,Não / No,Hétero,,Não / No,,SP,Brasil,É a minha primeira vez no evento! / Es mi primera vez,"Sim, eventos regionais (Python Nordeste, Python Cerrado, Python Sul, etc) / Sí, eventos regionales (PyCon Latam, PyCon Bolivia)",Sim / Sí,Comecei no último ano / Empecé en el último ano,Intermediário / Intermedio,"Sim, pós-graduação ou especialização / Sí, máster posgrado",Sim / Sí,Sim / Sí,PyLadies
Uma pessoa branca / Persona blanca,,Mulher / Mujer,,Não / No,Bissexual / Bisexual,,Não / No,,SP,Brasil,É a minha primeira vez no evento! / Es mi primera vez,"Sim, eventos locais / Sí, eventos locales",Sim / Sí,Comecei no último ano / Empecé en el último ano,Iniciante / Inicial,"Sim, graduação ou tecnólogo / Sí, grado","Não, mas pretendo / No, pero quiero",Sim / Sí,PyLadies
Uma pessoa parda / Persona mestiza,,Mulher / Mujer,,Não / No,Hétero,,Não / No,,SP,Brasil,É a minha primeira vez no evento! / Es mi primera vez,"Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python",Sim / Sí,Não sei programar / No,Iniciante / Inicial,Não / No,Não / No,Sim / Sí,PyLadies
Uma pessoa branca / Persona blanca,,Mulher / Mujer,,Não / No,Hétero,,Não / No,,SP,Brasil,É a minha primeira vez no evento! / Es mi primera vez,"Sim, eventos locais / Sí, eventos locales",Sim / Sí,Há mais de um ano / Hace más de un año,Iniciante / Inicial,"Sim, graduação ou tecnólogo / Sí, grado",Não / No,Sim / Sí,PyLadies
Uma pessoa branca / Persona blanca,,Mulher / Mujer,,Não / No,Hétero,,Não / No,,SP,Brasil,Python Brasil 2020 - Online,"Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python",Não / No,Não sei programar / No,Iniciante / Inicial,Não / No,"Não, mas pretendo / No, pero quiero",Sim / Sí,PyLadies
Uma pessoa branca / Persona blanca,,Mulher / Mujer,,Não / No,Hétero,,Não / No,,SP,Brasil,É a minha primeira vez no evento! / Es mi primera vez,"Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python",Sim / Sí,Comecei no último ano / Empecé en el último ano,Iniciante / Inicial,Não / No,Sim / Sí,Sim / Sí,PyLadies
Uma pessoa branca / Persona blanca,,Mulher / Mujer,,Não / No,Lésbica / Lesbiana,,Não / No,,SP,Brasil,É a minha primeira vez no evento! / Es mi primera vez,"Sim, eventos locais / Sí, eventos locales",Não / No,Comecei no último ano / Empecé en el último ano,Iniciante / Inicial,"Sim, ensino técnico / S´i, bachirellato",Sim / Sí,Sim / Sí,PyLadies
Uma pessoa branca / Persona blanca,,Mulher / Mujer,,Não / No,Assexual / Asexual,,Não / No,,SP,Brasil,É a minha primeira vez no evento! / Es mi primera vez,"Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python",Sim / Sí,Comecei no último ano / Empecé en el último ano,Intermediário / Intermedio,Não / No,Não / No,Sim / Sí,PyLadies
Uma pessoa branca / Persona blanca,,Mulher / Mujer,,Não / No,Hétero,,Não / No,,SP,Brasil,É a minha primeira vez no evento! / Es mi primera vez,"Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python",Sim / Sí,"Não programo em Python, mas sei programar em outras linguagens / No programo en Python, todavia sé programar en otras lenguajes",Iniciante / Inicial,"Sim, graduação ou tecnólogo / Sí, grado","Não, mas pretendo / No, pero quiero",Sim / Sí,PyLadies
Uma pessoa branca / Persona blanca,,Mulher / Mujer,,Não / No,Hétero,,Não / No,,SP,Brasil,É a minha primeira vez no evento! / Es mi primera vez,"Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python",Sim / Sí,Comecei no último ano / Empecé en el último ano,Iniciante / Inicial,"Sim, graduação ou tecnólogo / Sí, grado","Não, mas pretendo / No, pero quiero",Sim / Sí,PyLadies
Uma pessoa parda / Persona mestiza,,Mulher / Mujer,,Não / No,Lésbica / Lesbiana,,Não / No,,SP,Brasil,É a minha primeira vez no evento! / Es mi primera vez,"Sim, eventos locais / Sí, eventos locales",Sim / Sí,Há mais de um ano / Hace más de un año,Intermediário / Intermedio,Não / No,Sim / Sí,Sim / Sí,PyLadies
Uma pessoa branca / Persona blanca,,Mulher / Mujer,,Não / No,Lésbica / Lesbiana,,Não / No,,SP,Brasil,É a minha primeira vez no evento! / Es mi primera vez,"Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python",Sim / Sí,Há mais de um ano / Hace más de un año,Avançado / Avanzado,Não / No,Sim / Sí,Sim / Sí,PyLadies
Uma pessoa parda / Persona mestiza,,Mulher / Mujer,,Não / No,Lésbica / Lesbiana,,Não / No,,SP,Brasil,É a minha primeira vez no evento! / Es mi primera vez,"Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python",Sim / Sí,Não sei programar / No,Iniciante / Inicial,Não / No,"Não, mas pretendo / No, pero quiero",Sim / Sí,PyLadies
Uma pessoa negra / Persona negra,,Não-binárie / No binario,,Sim / Sí,Pansexual,,Não / No,,SP,Brasil,É a minha primeira vez no evento! / Es mi primera vez,"Sim, eventos locais / Sí, eventos locales | Sim, eventos regionais (Python Nordeste, Python Cerrado, Python Sul, etc) / Sí, eventos regionales (PyCon Latam, PyCon Bolivia)",Sim / Sí,Há mais de um ano / Hace más de un año,Intermediário / Intermedio,"Sim, graduação ou tecnólogo / Sí, grado",Sim / Sí,Sim / Sí,PyLadies
Uma pessoa branca / Persona blanca,,Mulher / Mujer,,Não / No,Lésbica / Lesbiana,,Não / No,,SP,Brasil,É a minha primeira vez no evento! / Es mi primera vez,"Sim, eventos locais / Sí, eventos locales",Sim / Sí,Comecei no último ano / Empecé en el último ano,Intermediário / Intermedio,"Sim, graduação ou tecnólogo / Sí, grado",Sim / Sí,Sim / Sí,PyLadies
Uma pessoa branca / Persona blanca,,Mulher / Mujer,,Não / No,Bissexual / Bisexual,,Não / No,,SP,Brasil,É a minha primeira vez no evento! / Es mi primera vez,"Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python",Sim / Sí,Há mais de cinco anos / Hace más de cinco años,Intermediário / Intermedio,"Sim, pós-graduação ou especialização / Sí, máster posgrado",Sim / Sí,Sim / Sí,PyLadies
Uma pessoa indígena / Persona indígena,,Mulher / Mujer,,Não / No,Bissexual / Bisexual,,Não / No,,SP,Brasil,É a minha primeira vez no evento! / Es mi primera vez,"Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python",Não / No,Não sei programar / No,Iniciante / Inicial,Não / No,"Não, mas pretendo / No, pero quiero",Sim / Sí,PyLadies
Uma pessoa branca / Persona blanca,,Mulher / Mujer,,Não / No,Lésbica / Lesbiana,,Não / No,,SP,Brasil,É a minha primeira vez no evento! / Es mi primera vez,"Sim, eventos locais / Sí, eventos locales",Sim / Sí,Há mais de cinco anos / Hace más de cinco años,Avançado / Avanzado,"Sim, graduação ou tecnólogo / Sí, grado",Sim / Sí,Sim / Sí,PyLadies
Uma pessoa branca / Persona blanca,,Mulher / Mujer,,Não / No,Lésbica / Lesbiana,,Não / No,,SP,Brasil,É a minha primeira vez no evento! / Es mi primera vez,"Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python",Sim / Sí,Comecei no último ano / Empecé en el último ano,Iniciante / Inicial,Não / No,"Não, mas pretendo / No, pero quiero",Sim / Sí,PyLadies
Uma pessoa branca / Persona blanca,,Mulher / Mujer,,Não / No,Hétero,,Não / No,,SP,Brasil,Python Brasil 2020 - Online,"Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python",Sim / Sí,"Não programo em Python, mas sei programar em outras linguagens / No programo en Python, todavia sé programar en otras lenguajes",Iniciante / Inicial,Não / No,"Não, mas pretendo / No, pero quiero",Sim / Sí,PyLadies
Uma pessoa branca / Persona blanca,,Mulher / Mujer,,Não / No,Hétero,,Não / No,,SP,Brasil,Python Brasil 2019 - Ribeirão Preto - SP | Python Brasil 2020 - Online,"Sim, eventos locais / Sí, eventos locales",Sim / Sí,Há mais de um ano / Hace más de un año,Intermediário / Intermedio,Não / No,Sim / Sí,Sim / Sí,PyLadies
Uma pessoa parda / Persona mestiza,,Mulher / Mujer,,Não / No,Bissexual / Bisexual,,Não / No,,SP,Brasil,Python Brasil 2020 - Online,"Sim, eventos locais / Sí, eventos locales",Não / No,Há mais de três anos / Hace más de tres años,Intermediário / Intermedio,"Sim, graduação ou tecnólogo / Sí, grado","Não, mas pretendo / No, pero quiero",Sim / Sí,PyLadies
Uma pessoa amarela,,Mulher / Mujer,,Não / No,Hétero,,Não / No,,SP,Brasil,É a minha primeira vez no evento! / Es mi primera vez,"Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python",Sim / Sí,Há mais de um ano / Hace más de un año,Iniciante / Inicial,Não / No,Sim / Sí,Sim / Sí,PyLadies
Uma pessoa parda / Persona mestiza,,Mulher / Mujer,,Não / No,Hétero,,Não / No,,SP,Brasil,É a minha primeira vez no evento! / Es mi primera vez,"Sim, eventos locais / Sí, eventos locales",Sim / Sí,Comecei no último ano / Empecé en el último ano,Iniciante / Inicial,"Sim, graduação ou tecnólogo / Sí, grado","Não, mas pretendo / No, pero quiero",Sim / Sí,PyLadies
Uma pessoa branca / Persona blanca,,Mulher / Mujer,,Não / No,Hétero,,Não / No,,SP,Brasil,Python Brasil 2019 - Ribeirão Preto - SP,"Sim, eventos locais / Sí, eventos locales",Não / No,Há mais de um ano / Hace más de un año,Intermediário / Intermedio,Não / No,Sim / Sí,Sim / Sí,PyLadies
Uma pessoa branca / Persona blanca,,Mulher / Mujer,,Não / No,Lésbica / Lesbiana,,Não / No,,SP,Brasil,É a minha primeira vez no evento! / Es mi primera vez,"Sim, eventos locais / Sí, eventos locales",Sim / Sí,Comecei no último ano / Empecé en el último ano,Intermediário / Intermedio,Não / No,Sim / Sí,Sim / Sí,PyLadies
Uma pessoa branca / Persona blanca,,Mulher / Mujer,,Não / No,Lésbica / Lesbiana,,Não / No,,SP,Brasil,É a minha primeira vez no evento! / Es mi primera vez,"Sim, eventos locais / Sí, eventos locales",Sim / Sí,Comecei no último ano / Empecé en el último ano,Intermediário / Intermedio,Não / No,Sim / Sí,Sim / Sí,PyLadies
Uma pessoa amarela,,Mulher / Mujer,,Não / No,Hétero,,Não / No,,SP,Brasil,É a minha primeira vez no evento! / Es mi primera vez,"Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python",Sim / Sí,Há mais de um ano / Hace más de un año,Intermediário / Intermedio,"Sim, pós-graduação ou especialização / Sí, máster posgrado","Não, mas pretendo / No, pero quiero",Sim / Sí,PyLadies
Uma pessoa branca / Persona blanca,,Mulher / Mujer,,Não / No,Hétero,,Não / No,,SP,Brasil,É a minha primeira vez no evento! / Es mi primera vez,"Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python",Sim / Sí,"Não programo em Python, mas sei programar em outras linguagens / No programo en Python, todavia sé programar en otras lenguajes",Iniciante / Inicial,"Sim, graduação ou tecnólogo / Sí, grado","Não, mas pretendo / No, pero quiero",Sim / Sí,PyLadies
Uma pessoa branca / Persona blanca,,Mulher / Mujer,,Não / No,Pansexual,,Não / No,,SP,Brasil,É a minha primeira vez no evento! / Es mi primera vez,"Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python",Sim / Sí,Comecei no último ano / Empecé en el último ano,Iniciante / Inicial,"Sim, graduação ou tecnólogo / Sí, grado","Não, mas pretendo / No, pero quiero",Sim / Sí,PyLadies
Uma pessoa branca / Persona blanca,,Mulher / Mujer,,Sim / Sí,Hétero,,Não / No,,SP,Brasil,É a minha primeira vez no evento! / Es mi primera vez,"Sim, eventos locais / Sí, eventos locales",Sim / Sí,Há mais de um ano / Hace más de un año,Iniciante / Inicial,"Sim, graduação ou tecnólogo / Sí, grado",Não / No,Sim / Sí,PyLadies
Uma pessoa amarela,,Mulher / Mujer,,Não / No,Hétero,,Não / No,,SP,Brasil,É a minha primeira vez no evento! / Es mi primera vez,"Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python",Sim / Sí,Comecei no último ano / Empecé en el último ano,Iniciante / Inicial,Não / No,"Não, mas pretendo / No, pero quiero",Sim / Sí,PyLadies
Uma pessoa negra / Persona negra,,Mulher / Mujer,,Não / No,Hétero,,Não / No,,SP,Brasil,É a minha primeira vez no evento! / Es mi primera vez,"Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python",Sim / Sí,Comecei no último ano / Empecé en el último ano,Iniciante / Inicial,"Sim, ensino técnico / S´i, bachirellato",Não / No,Sim / Sí,PyLadies
Uma pessoa branca / Persona blanca,,Mulher / Mujer,,Não / No,Hétero,,Não / No,,SP,Brasil,É a minha primeira vez no evento! / Es mi primera vez,"Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python",Sim / Sí,Comecei no último ano / Empecé en el último ano,Iniciante / Inicial,"Sim, graduação ou tecnólogo / Sí, grado","Não, mas pretendo / No, pero quiero",Sim / Sí,PyLadies
Uma pessoa branca / Persona blanca,,Mulher / Mujer,,Não / No,Hétero,,Não / No,,SP,Brasil,É a minha primeira vez no evento! / Es mi primera vez,"Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python",Não / No,Comecei no último ano / Empecé en el último ano,Iniciante / Inicial,"Sim, graduação ou tecnólogo / Sí, grado",Sim / Sí,Sim / Sí,PyLadies
