,Quantidade,Tipo de ingresso,Status do participante,Como você se define,"Se outro, qual?",Como você se identifica?,"Se outro, qual?.1","Faz parte da população T (pessoa transgênera, travesti)?",Orientação sexual:,"Se outro, qual?.2",Pessoa com necessidades específicas?,"Se sim, qual?",Em qual UF você reside?,Em qual país você reside?,De quais edições da Python Brasil você já participou?,Você já participou de algum outro evento Python?,Você participou de outros eventos online durante a pandemia de covid-19?,Há quanto tempo você programa em Python?,Como você classificaria seu nível de conhecimento em Python?,Você é estudante?,Você trabalha com Python?,"Você pretende submeter alguma atividades (palestra, tutorial) para a Python Brasil?","Você faz parte de alguma comunidade local? (grupy, PUG, PyLadies, AfroPython)","Se sim, qual?.1","A Python Brasil possui um Código de Conduta (https://python.org.br/cdc) para assegurar que todas as pessoas se sintam confortáveis e seguras em seus ambientes. Para participar do evento, é necessário que você esteja ciente e respeite essas orientações."
73,1.0,Lote Único,Participando,Uma pessoa parda,,Homem,,Não,Hétero,,Não,,PA,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Há mais de três anos,Intermediário,"Sim, graduação ou tecnólogo",Sim,Com certeza!,Sim,Grupy Belém,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
74,1.0,Lote Único,Participando,Uma pessoa parda,,Homem,,Não,Hétero,,Não,,PE,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Há mais de um ano,Intermediário,"Sim, graduação ou tecnólogo","Não, mas pretendo","Gostaria, mas tenho alguma insegurança quanto a isso",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
75,1.0,Lote Único,Participando,Uma pessoa parda,,Mulher,,Não,Hétero,,Não,,SP,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Não,Comecei no último ano,Iniciante,"Sim, pós-graduação ou especialização",Não,Com certeza!,Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
76,1.0,Lote Único,Participando,Uma pessoa amarela,,Mulher,,Não,Bisexual,,Não,,SP,,É a minha primeira vez no evento!,"Sim, eventos locais",Sim,Há mais de um ano,Iniciante,"Sim, graduação ou tecnólogo",Sim,"Gostaria, mas tenho alguma insegurança quanto a isso",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
77,1.0,Lote Único,Participando,Uma pessoa branca,,Homem,,Não,Hétero,,Não,,BA,,É a minha primeira vez no evento!,"Sim, eventos locais",Sim,Há mais de um ano,Iniciante,"Sim, graduação ou tecnólogo",Não,"Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
78,1.0,Lote Único,Participando,Uma pessoa branca,,Homem,,Não,Hétero,,Não,,Não moro no Brasil,Portugal,É a minha primeira vez no evento!,"Sim, eventos locais",Sim,Há mais de três anos,Intermediário,Não,Sim,"Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
79,1.0,Lote Único,Participando,Uma pessoa branca,,Homem,,Não,Hétero,,Não,,SP,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Há mais de um ano,Intermediário,"Sim, ensino fundamental ou médio",Sim,"Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
80,1.0,Lote Único,Participando,Prefiro não responder,,Prefiro não responder,,Prefiro não responder,Prefiro não responder,,Não,,SP,,É a minha primeira vez no evento!,"Sim, eventos locais",Sim,Há mais de três anos,Intermediário,"Sim, pós-graduação ou especialização",Sim,"Gostaria, mas tenho alguma insegurança quanto a isso",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
81,1.0,Lote Único,Participando,Uma pessoa negra com tonalidade de pele mais clara,,Homem,,Não,Hétero,,Não,,MA,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Não,Há mais de um ano,Iniciante,"Sim, graduação ou tecnólogo",Sim,"Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
82,1.0,Lote Único,Participando,Uma pessoa branca,,Homem,,Não,Hétero,,Não,,SP,,Python Brasil 2019 - Ribeirão Preto - SP,"Sim, eventos locais",Não,Há mais de três anos,Intermediário,Não,Sim,"Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
83,1.0,Lote Único,Participando,Uma pessoa branca,,Homem,,Não,Hétero,,Não,,RN,,Python Brasil [14] - 2018 - Natal - RN,"Sim, eventos locais",Não,Há mais de um ano,Intermediário,Não,Sim,"Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
84,1.0,Lote Único,Participando,Uma pessoa negra,,Homem,,Não,Hétero,,Não,,RS,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Há mais de três anos,Intermediário,"Sim, pós-graduação ou especialização","Não, mas pretendo",Com certeza!,Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
85,1.0,Lote Único,Participando,Uma pessoa amarela,,Homem,,Não,Hétero,,Não,,SP,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Não,Não sei programar,Nulo :D,"Sim, graduação ou tecnólogo",Não,Com certeza!,Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
86,1.0,Lote Único,Participando,Uma pessoa negra com tonalidade de pele mais clara,,Mulher,,Não,Hétero,,Não,,SP,,É a minha primeira vez no evento!,"Sim, eventos locais",Sim,Há mais de um ano,Intermediário,"Sim, pós-graduação ou especialização",Sim,"Gostaria, mas tenho alguma insegurança quanto a isso",Sim,Pyladies são paulo,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
87,1.0,Lote Único,Participando,Uma pessoa parda,,Homem,,Não,Hétero,,Não,,MT,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Há mais de dez anos,Avançado,"Sim, graduação ou tecnólogo",Sim,"Gostaria, mas tenho alguma insegurança quanto a isso",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
88,1.0,Lote Único,Participando,Uma pessoa parda,,Homem,,Não,Hétero,,Não,,SP,,Python Brasil 2019 - Ribeirão Preto - SP,"Sim, eventos locais",Sim,Há mais de um ano,Intermediário,Não,Sim,"Gostaria, mas tenho alguma insegurança quanto a isso",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
89,1.0,Lote Único,Participando,Uma pessoa branca,,Mulher,,Não,Hétero,,Não,,PB,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Comecei no último ano,Intermediário,"Sim, graduação ou tecnólogo","Não, mas pretendo","Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
90,1.0,Lote Único,Participando,Uma pessoa parda,,Homem,,Não,Hétero,,Não,,BA,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Comecei no último ano,Iniciante,"Sim, graduação ou tecnólogo",Sim,"Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
91,1.0,Lote Único,Participando,Uma pessoa branca,,Mulher,,Não,Prefiro não responder,,Não,,SP,,Python Brasil 2019 - Ribeirão Preto - SP,"Sim, eventos locais",Não,Comecei no último ano,Iniciante,"Sim, graduação ou tecnólogo",Não,"Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
92,1.0,Lote Único,Participando,Uma pessoa branca,,Homem,,Não,Hétero,,Não,,RJ,,Python Brasil 2019 - Ribeirão Preto - SP,"Sim, eventos locais",Sim,Há mais de cinco anos,Avançado,"Sim, graduação ou tecnólogo",Sim,"Gostaria, mas tenho alguma insegurança quanto a isso",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
93,1.0,Lote Único,Participando,Uma pessoa parda,,Homem,,Não,Hétero,,Não,,SP,,É a minha primeira vez no evento!,"Sim, eventos locais",Sim,Há mais de três anos,Intermediário,"Sim, graduação ou tecnólogo",Sim,"Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
94,1.0,Lote Único,Participando,Uma pessoa parda,,Mulher,,Não,Hétero,,Não,,PB,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Comecei no último ano,Iniciante,"Sim, graduação ou tecnólogo","Não, mas pretendo","Não, vou apenas para participar",Sim,pyladies,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
95,1.0,Lote Único,Participando,Uma pessoa branca,,Homem,,Não,Hétero,,Não,,PI,,É a minha primeira vez no evento!,"Sim, eventos locais",Sim,Há mais de três anos,Intermediário,"Sim, graduação ou tecnólogo","Não, mas pretendo","Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
96,1.0,Lote Único,Participando,Uma pessoa branca,,Homem,,Não,Hétero,,Não,,SP,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Não,Não sei programar,Iniciante,Não,"Não, mas pretendo","Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
97,1.0,Lote Único,Participando,Prefiro não responder,,Prefiro não responder,,Não,Prefiro não responder,,Prefiro não responder,,SP,,É a minha primeira vez no evento!,"Sim, eventos locais",Não,Há mais de três anos,Intermediário,"Sim, pós-graduação ou especialização",Sim,"Gostaria, mas tenho alguma insegurança quanto a isso",Sim,"grupy-sanca, sancaLUG",Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
98,1.0,Lote Único,Participando,Uma pessoa parda,,Homem,,Não,Hétero,,Não,,RO,,É a minha primeira vez no evento!,"Sim, eventos locais",Não,Comecei no último ano,Iniciante,"Sim, pós-graduação ou especialização","Não, mas pretendo","Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
99,1.0,Lote Único,Participando,Uma pessoa branca,,Mulher,,Não,Hétero,,Não,,CE,,Python Brasil 2019 - Ribeirão Preto - SP | Python Brasil [14] - 2018 - Natal - RN,"Sim, eventos locais",Sim,Há mais de três anos,Intermediário,Não,Sim,"Não, vou apenas para participar",Sim,Grupy-ABC e PyLadies São Paulo,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
100,1.0,Lote Único,Participando,Uma pessoa parda,,Homem,,Não,Hétero,,Não,,AM,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Não,Comecei no último ano,Iniciante,"Sim, graduação ou tecnólogo","Não, mas pretendo","Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
101,1.0,Lote Único,Participando,Uma pessoa branca,,Homem,,Não,Hétero,,Não,,SP,,É a minha primeira vez no evento!,"Sim, eventos locais",Sim,Há mais de um ano,Avançado,"Sim, pós-graduação ou especialização",Sim,"Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
102,1.0,Lote Único,Participando,Uma pessoa branca,,Homem,,Não,Hétero,,Não,,SP,,É a minha primeira vez no evento!,"Sim, eventos locais",Não,Há mais de três anos,Avançado,Não,Sim,Com certeza!,Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
103,1.0,Lote Único,Participando,Uma pessoa parda,,Homem,,Não,Hétero,,Não,,SP,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Não,Comecei no último ano,Iniciante,Não,"Não, mas pretendo","Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
104,1.0,Lote Único,Participando,Uma pessoa parda,,Mulher,,Não,Hétero,,Não,,SP,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,"Não programo em Python, mas sei programar em outras linguagens",Iniciante,"Sim, graduação ou tecnólogo","Não, mas pretendo","Não, vou apenas para participar",Sim,PyLadies,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
105,1.0,Lote Único,Participando,Uma pessoa branca,,Mulher,,Não,Bisexual,,Não,,RN,,Python Brasil [14] - 2018 - Natal - RN,"Sim, eventos locais",Sim,Há mais de três anos,Intermediário,"Sim, graduação ou tecnólogo",Sim,"Gostaria, mas tenho alguma insegurança quanto a isso",Sim,PyLadies e Grupy,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
106,1.0,Lote Único,Participando,Uma pessoa branca,,Mulher,,Não,Lésbica,,Não,,PB,,É a minha primeira vez no evento!,"Sim, eventos locais",Sim,Comecei no último ano,Iniciante,"Sim, ensino técnico","Não, mas pretendo","Não, vou apenas para participar",Sim,PyLadies,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
107,1.0,Lote Único,Participando,Uma pessoa branca,,Homem,,Não,Hétero,,Não,,CE,,É a minha primeira vez no evento!,"Sim, eventos locais",Sim,Há mais de três anos,Avançado,"Sim, pós-graduação ou especialização",Sim,"Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
108,1.0,Lote Único,Participando,Uma pessoa branca,,Mulher,,Não,Hétero,,Não,,DF,,É a minha primeira vez no evento!,"Sim, eventos regionais (Python Nordeste, Python Cerrado, Python Sul, etc)",Sim,Há mais de três anos,Intermediário,"Sim, graduação ou tecnólogo","Não, mas pretendo","Não, vou apenas para participar",Sim,PyLadies DF ,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
109,1.0,Lote Único,Participando,Prefiro não responder,,Homem,,Não,Hétero,,Não,,SP,,É a minha primeira vez no evento!,"Sim, eventos locais",Sim,Comecei no último ano,Intermediário,"Sim, graduação ou tecnólogo","Não, mas pretendo","Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
110,1.0,Lote Único,Participando,Uma pessoa parda,,Mulher,,Não,Hétero,,Não,,SP,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Não,Comecei no último ano,Iniciante,"Sim, graduação ou tecnólogo",Não,Com certeza!,Sim,Pyladies,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
111,1.0,Lote Único,Participando,Uma pessoa branca,,Homem,,Não,Hétero,,Não,,RS,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Há mais de cinco anos,Intermediário,Não,Sim,"Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
112,1.0,Lote Único,Participando,Uma pessoa branca,,Homem,,Não,Hétero,,Não,,RN,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Há mais de um ano,Intermediário,"Sim, graduação ou tecnólogo","Não, mas pretendo","Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
113,1.0,Lote Único,Participando,Uma pessoa parda,,Homem,,Não,Hétero,,Não,,SP,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Há mais de um ano,Iniciante,Não,"Não, mas pretendo","Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
114,1.0,Lote Único,Participando,Uma pessoa branca,,Homem,,Não,Hétero,,Não,,RN,,É a minha primeira vez no evento!,"Sim, eventos locais",Não,"Não programo em Python, mas sei programar em outras linguagens",Iniciante,"Sim, graduação ou tecnólogo","Não, mas pretendo","Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
115,1.0,Lote Único,Participando,Uma pessoa negra,,Homem,,Não,Hétero,,Não,,PA,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Comecei no último ano,Iniciante,"Sim, pós-graduação ou especialização","Não, mas pretendo","Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
116,1.0,Lote Único,Participando,Uma pessoa branca,,Homem,,Não,Hétero,,Não,,BA,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,"Não programo em Python, mas sei programar em outras linguagens",Nulo :D,"Sim, pós-graduação ou especialização","Não, mas pretendo","Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
